District,Temperature,Humidity,Pressure,WindSpeed,Precipitation,CloudCover,DayOfYear,MonsoonPhase,Weather
Thrissur,30.13,75.76,1008.89,10.22,3.71,57.94,94,Pre-Monsoon,Cloudy
Kozhikode,33.39,90.73,1009.64,10.95,2.56,66.61,37,Post-Monsoon,Rainy
Thiruvananthapuram,28.56,86.92,1015.72,14.67,1.31,48.53,130,Pre-Monsoon,Cloudy
Idukki,26.42,87.75,1018.41,7.25,23.28,72.65,68,Post-Monsoon,Rainy
Thrissur,31.47,79.48,1009.43,5.45,5.61,35.78,278,NorthEast Monsoon,Cloudy
Kottayam,29.52,73.85,1012.63,10.1,3.59,66.31,131,Pre-Monsoon,Cloudy
Alappuzha,30.55,91.74,1009.86,9.8,5.22,73.81,312,NorthEast Monsoon,Rainy
Kollam,27.42,96.08,1018.89,10.68,3.56,77.02,92,Pre-Monsoon,Rainy
Idukki,27.89,90.27,1017.37,11.37,7.06,59.09,183,SouthWest Monsoon,Cloudy
Idukki,27.41,89.13,1010.56,10.27,1.21,80.36,46,Post-Monsoon,Rainy
Kozhikode,30.5,82.5,1013.21,6.89,22.07,59.93,207,SouthWest Monsoon,Rainy
Thiruvananthapuram,27.98,76.33,1015.4,11.14,1.75,77.51,284,NorthEast Monsoon,Cloudy
Palakkad,30.78,87.93,1006.7,16.14,2.55,39.71,251,SouthWest Monsoon,Cloudy
Wayanad,27.14,76.98,1009.19,10.12,17.42,57.47,165,SouthWest Monsoon,Rainy
Kozhikode,30.49,90.02,1015.06,10.98,1.48,54.82,188,SouthWest Monsoon,Cloudy
Idukki,31.11,84.18,1003.37,15.03,0.93,53.64,101,Pre-Monsoon,Cloudy
Kannur,29.99,70.19,1013.23,6.44,4.91,38.22,321,NorthEast Monsoon,Cloudy
Pathanamthitta,31.75,82.45,1012.76,9.7,16.73,47.71,242,SouthWest Monsoon,Rainy
Alappuzha,27.56,72.06,1006.46,14.55,24.53,35.35,62,Post-Monsoon,Rainy
Wayanad,31.08,70.87,1015.5,13.33,1.36,63.21,22,Post-Monsoon,Cloudy
Kozhikode,29.7,64.28,1012.07,13.17,1.8,100.0,138,Pre-Monsoon,Cloudy
Alappuzha,26.57,71.21,1006.75,0.87,7.74,36.03,88,Post-Monsoon,Cloudy
Pathanamthitta,23.28,72.49,1002.97,7.41,0.84,77.61,278,NorthEast Monsoon,Cloudy
Malappuram,23.92,92.17,1007.7,4.29,1.97,38.69,159,SouthWest Monsoon,Cloudy
Pathanamthitta,22.37,86.59,1005.37,15.8,4.03,74.68,120,Pre-Monsoon,Rainy
Pathanamthitta,30.28,97.99,1007.5,12.12,1.38,63.95,188,SouthWest Monsoon,Cloudy
Alappuzha,28.03,80.44,1007.87,9.96,0.13,59.82,205,SouthWest Monsoon,Cloudy
Ernakulam,29.26,71.64,1015.96,7.15,0.1,49.06,223,SouthWest Monsoon,Cloudy
Alappuzha,28.46,81.93,1003.42,8.74,17.78,86.66,356,Post-Monsoon,Rainy
Palakkad,30.75,78.6,1004.67,18.88,3.32,96.71,119,Pre-Monsoon,Cloudy
Thiruvananthapuram,30.83,85.38,1007.87,10.14,17.89,63.13,325,NorthEast Monsoon,Rainy
Thrissur,29.13,70.61,1022.93,7.66,2.38,86.49,42,Post-Monsoon,Cloudy
Ernakulam,29.31,82.38,1002.15,5.44,8.55,62.85,247,SouthWest Monsoon,Cloudy
Kollam,29.43,92.78,999.83,17.46,0.75,69.15,231,SouthWest Monsoon,Rainy
Thrissur,33.18,92.91,1016.39,10.05,0.28,34.19,263,SouthWest Monsoon,Cloudy
Thiruvananthapuram,22.99,91.52,1007.45,8.73,2.16,50.45,185,SouthWest Monsoon,Cloudy
Kozhikode,26.99,86.41,1005.92,4.79,0.21,72.08,328,NorthEast Monsoon,Rainy
Wayanad,31.6,89.52,1011.88,6.45,3.33,96.64,136,Pre-Monsoon,Rainy
Palakkad,32.32,81.69,1013.47,14.9,5.09,53.45,111,Pre-Monsoon,Cloudy
Palakkad,30.28,85.37,1014.15,3.77,0.63,79.94,311,NorthEast Monsoon,Rainy
Kollam,28.45,80.97,1012.82,5.08,2.75,57.35,356,Post-Monsoon,Cloudy
Ernakulam,34.58,77.63,1006.51,8.64,12.1,57.16,87,Post-Monsoon,Rainy
Kasaragod,29.53,84.06,1013.3,12.03,4.17,35.88,191,SouthWest Monsoon,Cloudy
Malappuram,29.09,95.61,1012.01,10.57,3.42,98.35,273,NorthEast Monsoon,Rainy
Pathanamthitta,33.0,84.23,1016.7,8.01,5.17,83.88,333,Post-Monsoon,Cloudy
Ernakulam,30.43,85.87,1017.34,7.87,10.88,51.86,105,Pre-Monsoon,Rainy
Wayanad,31.82,88.22,1005.48,7.61,8.16,68.58,250,SouthWest Monsoon,Rainy
Malappuram,32.17,84.58,1018.47,9.75,1.46,50.35,295,NorthEast Monsoon,Cloudy
Palakkad,27.88,80.24,1007.72,6.76,0.17,69.53,219,SouthWest Monsoon,Cloudy
Alappuzha,34.3,88.25,1002.86,11.19,1.76,63.48,219,SouthWest Monsoon,Cloudy
Wayanad,21.61,76.14,1018.32,15.19,11.56,30.36,337,Post-Monsoon,Rainy
Thiruvananthapuram,23.06,91.41,1014.09,14.47,2.91,83.25,288,NorthEast Monsoon,Rainy
Kollam,26.96,92.08,1000.08,3.73,6.92,59.05,54,Post-Monsoon,Cloudy
Thiruvananthapuram,27.73,81.62,1007.47,6.0,7.45,76.32,162,SouthWest Monsoon,Cloudy
Kasaragod,30.09,76.7,1006.42,12.09,4.81,55.88,109,Pre-Monsoon,Cloudy
Wayanad,26.93,99.07,1007.14,10.75,1.04,52.67,273,NorthEast Monsoon,Cloudy
Kottayam,28.96,76.39,1019.31,11.02,3.65,39.29,278,NorthEast Monsoon,Cloudy
Kottayam,28.38,79.64,1008.93,16.14,3.19,81.59,246,SouthWest Monsoon,Cloudy
Kozhikode,35.01,65.93,1007.61,19.07,5.11,71.99,125,Pre-Monsoon,Cloudy
Ernakulam,26.59,93.0,1015.09,13.24,9.08,46.39,147,Pre-Monsoon,Cloudy
Palakkad,23.95,70.51,1007.6,4.13,0.17,65.84,169,SouthWest Monsoon,Cloudy
Palakkad,32.36,85.9,1021.94,9.42,1.97,65.03,99,Pre-Monsoon,Rainy
Pathanamthitta,26.86,84.43,1011.01,15.64,6.97,70.95,62,Post-Monsoon,Cloudy
Pathanamthitta,28.73,81.38,1014.87,17.18,8.66,85.46,260,SouthWest Monsoon,Cloudy
Pathanamthitta,27.06,77.66,1019.74,9.25,0.99,44.66,300,NorthEast Monsoon,Cloudy
Alappuzha,31.21,85.53,1005.95,12.14,2.19,76.07,224,SouthWest Monsoon,Rainy
Thrissur,24.88,95.94,1013.89,12.92,3.47,76.56,332,Post-Monsoon,Rainy
Idukki,20.6,79.98,1007.28,13.6,4.35,66.85,192,SouthWest Monsoon,Cloudy
Thrissur,32.89,68.76,1011.03,14.64,2.52,42.19,88,Post-Monsoon,Cloudy
Thiruvananthapuram,29.74,67.51,1000.55,0.0,6.24,61.43,216,SouthWest Monsoon,Cloudy
Thrissur,32.22,80.49,1007.34,12.93,3.02,19.48,65,Post-Monsoon,Cloudy
Alappuzha,32.79,78.35,1016.83,9.74,2.02,54.08,230,SouthWest Monsoon,Cloudy
Kozhikode,26.25,80.63,1014.1,10.88,2.76,41.04,139,Pre-Monsoon,Cloudy
Thiruvananthapuram,29.18,84.29,1008.5,6.29,0.93,77.58,270,SouthWest Monsoon,Cloudy
Thrissur,30.52,78.13,1010.55,6.82,0.78,67.14,324,NorthEast Monsoon,Cloudy
Alappuzha,28.68,100.0,1013.76,9.09,4.87,40.65,263,SouthWest Monsoon,Cloudy
Idukki,28.06,85.06,1013.89,12.47,2.64,97.3,221,SouthWest Monsoon,Rainy
Thrissur,28.36,89.22,1012.11,4.43,14.22,91.0,279,NorthEast Monsoon,Rainy
Alappuzha,32.25,80.75,1015.06,10.31,2.07,66.99,209,SouthWest Monsoon,Cloudy
Kasaragod,28.22,80.8,1009.14,16.68,5.15,33.17,357,Post-Monsoon,Cloudy
Pathanamthitta,30.8,77.25,1002.68,18.9,6.02,69.01,9,Post-Monsoon,Cloudy
Kasaragod,30.04,82.6,1005.17,10.48,7.77,61.34,129,Pre-Monsoon,Cloudy
Palakkad,26.11,69.81,1007.77,8.8,2.28,89.17,195,SouthWest Monsoon,Cloudy
Pathanamthitta,29.91,69.15,1000.29,8.68,3.32,34.05,222,SouthWest Monsoon,Cloudy
Palakkad,24.38,77.04,1004.4,12.73,7.62,53.28,192,SouthWest Monsoon,Cloudy
Kannur,30.2,74.43,1005.14,12.59,10.16,84.42,328,NorthEast Monsoon,Rainy
Kollam,31.67,77.04,1003.48,9.04,1.68,74.8,105,Pre-Monsoon,Cloudy
Kasaragod,32.36,79.31,1001.72,6.97,1.39,49.3,46,Post-Monsoon,Cloudy
Kollam,26.14,79.69,1018.64,5.44,2.08,76.48,330,NorthEast Monsoon,Cloudy
Kollam,27.39,88.5,1014.63,9.42,4.46,54.43,146,Pre-Monsoon,Cloudy
Idukki,29.85,88.18,1008.66,14.82,8.93,44.89,336,Post-Monsoon,Cloudy
Pathanamthitta,27.57,81.77,1010.85,7.01,5.17,77.07,107,Pre-Monsoon,Cloudy
Kannur,23.21,97.88,1007.91,8.04,1.13,76.99,197,SouthWest Monsoon,Rainy
Palakkad,27.37,78.27,1007.84,9.47,0.27,54.04,68,Post-Monsoon,Cloudy
Alappuzha,29.84,88.66,1014.57,6.84,4.06,42.81,318,NorthEast Monsoon,Cloudy
Thiruvananthapuram,32.2,86.05,1011.1,18.17,7.19,49.62,254,SouthWest Monsoon,Cloudy
Alappuzha,34.07,80.26,1004.87,12.21,3.52,64.95,10,Post-Monsoon,Cloudy
Thiruvananthapuram,29.37,80.96,1015.71,13.27,2.28,30.56,163,SouthWest Monsoon,Cloudy
Kasaragod,30.7,78.47,1012.14,5.49,1.1,70.87,76,Post-Monsoon,Cloudy
Kottayam,31.88,88.07,1014.45,9.07,4.27,61.63,72,Post-Monsoon,Cloudy
Alappuzha,22.85,91.99,1010.96,13.06,4.73,61.59,354,Post-Monsoon,Cloudy
Thrissur,25.94,82.29,1010.39,11.29,8.99,73.14,145,Pre-Monsoon,Cloudy
Thrissur,29.31,67.06,1009.33,21.2,6.72,32.73,229,SouthWest Monsoon,Cloudy
Ernakulam,33.67,86.37,1012.62,13.03,3.62,48.68,260,SouthWest Monsoon,Cloudy
Pathanamthitta,30.89,80.57,1004.08,7.6,8.29,65.03,25,Post-Monsoon,Cloudy
Thiruvananthapuram,29.99,73.56,1012.7,10.22,0.6,64.27,282,NorthEast Monsoon,Cloudy
Thiruvananthapuram,28.32,82.6,1002.09,11.73,1.36,61.3,37,Post-Monsoon,Cloudy
Wayanad,30.28,79.22,1006.92,14.27,7.0,61.46,320,NorthEast Monsoon,Cloudy
Kozhikode,27.21,73.23,1017.23,0.25,2.74,40.09,35,Post-Monsoon,Cloudy
Pathanamthitta,26.66,80.23,1004.53,6.6,4.26,76.5,165,SouthWest Monsoon,Cloudy
Idukki,26.92,93.29,1007.15,11.38,9.94,52.53,12,Post-Monsoon,Cloudy
Ernakulam,33.02,83.13,1007.42,0.76,13.19,54.35,35,Post-Monsoon,Rainy
Idukki,26.48,82.21,1005.99,14.92,13.19,57.8,245,SouthWest Monsoon,Rainy
Kasaragod,27.8,85.57,1008.8,10.55,2.19,35.03,273,NorthEast Monsoon,Cloudy
Kasaragod,30.41,83.88,1010.73,9.54,4.82,87.49,26,Post-Monsoon,Cloudy
Idukki,26.36,79.75,1017.04,4.38,4.86,40.52,73,Post-Monsoon,Cloudy
Idukki,29.68,83.56,1015.15,16.66,1.68,63.22,4,Post-Monsoon,Cloudy
Kannur,29.68,82.67,1012.94,4.9,3.06,33.45,181,SouthWest Monsoon,Cloudy
Pathanamthitta,27.13,64.82,1009.33,14.65,2.7,41.63,218,SouthWest Monsoon,Cloudy
Idukki,28.22,86.23,1006.47,19.06,5.74,80.7,98,Pre-Monsoon,Rainy
Thrissur,26.17,82.36,1012.85,17.14,4.56,44.99,290,NorthEast Monsoon,Cloudy
Kozhikode,33.15,86.33,1012.06,11.13,11.93,61.03,59,Post-Monsoon,Rainy
Kozhikode,29.77,81.85,1012.47,9.11,1.44,64.53,31,Post-Monsoon,Cloudy
Kollam,25.85,79.19,1008.07,13.84,4.59,83.0,121,Pre-Monsoon,Cloudy
Kottayam,29.38,74.37,1010.72,9.72,6.02,58.46,272,NorthEast Monsoon,Cloudy
Kasaragod,29.51,83.29,1011.12,11.37,0.31,40.82,223,SouthWest Monsoon,Cloudy
Thiruvananthapuram,22.27,83.26,1007.04,5.32,5.06,16.07,112,Pre-Monsoon,Cloudy
Wayanad,33.02,92.8,1015.58,13.6,4.51,18.88,108,Pre-Monsoon,Cloudy
Thiruvananthapuram,26.03,78.14,1002.05,7.43,1.92,86.45,225,SouthWest Monsoon,Cloudy
Kottayam,35.27,90.61,1006.68,15.7,20.96,67.38,160,SouthWest Monsoon,Rainy
Wayanad,31.39,88.36,1005.61,5.04,2.62,96.87,173,SouthWest Monsoon,Rainy
Kannur,25.62,75.85,1008.09,8.04,0.96,68.98,138,Pre-Monsoon,Cloudy
Pathanamthitta,28.06,70.93,1007.2,9.2,4.04,63.1,349,Post-Monsoon,Cloudy
Alappuzha,31.77,90.12,1007.11,7.71,2.23,33.19,9,Post-Monsoon,Cloudy
Pathanamthitta,28.29,85.67,1014.04,7.89,1.32,45.67,358,Post-Monsoon,Cloudy
Thiruvananthapuram,32.53,88.56,1011.15,10.46,2.05,88.63,353,Post-Monsoon,Rainy
Thiruvananthapuram,27.87,83.19,1005.84,7.61,6.62,70.87,133,Pre-Monsoon,Cloudy
Wayanad,28.76,73.82,1012.62,7.1,1.78,41.69,75,Post-Monsoon,Cloudy
Wayanad,31.85,83.44,1012.19,9.08,4.29,100.0,58,Post-Monsoon,Cloudy
Kasaragod,30.81,87.21,1000.54,13.61,0.0,72.44,318,NorthEast Monsoon,Rainy
Kannur,26.22,64.19,1007.64,15.06,0.61,56.17,75,Post-Monsoon,Cloudy
Kasaragod,30.3,85.84,1013.06,7.62,6.84,74.29,301,NorthEast Monsoon,Rainy
Kottayam,29.5,88.63,1011.88,10.99,1.15,45.17,294,NorthEast Monsoon,Cloudy
Idukki,26.26,89.45,1012.99,11.59,7.89,50.06,45,Post-Monsoon,Cloudy
Pathanamthitta,24.83,85.66,1005.89,15.84,1.61,88.23,190,SouthWest Monsoon,Rainy
Wayanad,23.21,78.63,1011.95,18.32,1.17,43.35,105,Pre-Monsoon,Cloudy
Palakkad,28.12,81.48,1001.16,0.85,5.82,68.81,33,Post-Monsoon,Cloudy
Kottayam,28.84,70.18,1008.99,2.66,0.52,45.94,324,NorthEast Monsoon,Cloudy
Thrissur,30.51,90.4,1018.66,9.6,2.25,32.37,128,Pre-Monsoon,Cloudy
Kannur,31.46,88.33,1014.4,5.38,0.39,37.37,227,SouthWest Monsoon,Cloudy
Thiruvananthapuram,27.76,79.33,1010.93,6.61,1.13,72.06,258,SouthWest Monsoon,Cloudy
Kasaragod,28.75,86.77,1007.19,4.12,0.85,77.91,259,SouthWest Monsoon,Rainy
Kottayam,26.72,86.97,1016.24,11.19,8.25,80.72,204,SouthWest Monsoon,Rainy
Pathanamthitta,29.26,73.22,1009.97,8.62,4.32,84.36,109,Pre-Monsoon,Cloudy
Wayanad,31.91,98.28,1008.01,14.54,8.59,34.8,315,NorthEast Monsoon,Cloudy
Thiruvananthapuram,29.3,75.29,1016.72,9.26,25.11,63.6,28,Post-Monsoon,Rainy
Alappuzha,32.49,65.04,1010.32,10.46,4.05,69.57,172,SouthWest Monsoon,Cloudy
Kannur,31.86,85.22,1011.77,16.45,16.12,28.39,197,SouthWest Monsoon,Rainy
Kottayam,33.37,84.7,1002.85,11.05,0.51,72.09,125,Pre-Monsoon,Cloudy
Ernakulam,29.39,78.84,1007.52,10.53,0.62,84.38,137,Pre-Monsoon,Cloudy
Thiruvananthapuram,27.4,83.68,1013.65,5.31,3.46,92.23,278,NorthEast Monsoon,Cloudy
Pathanamthitta,30.86,75.72,1009.71,10.51,0.68,32.22,204,SouthWest Monsoon,Cloudy
Kollam,27.88,68.34,1009.42,7.66,12.3,78.1,54,Post-Monsoon,Rainy
Palakkad,30.77,89.8,1004.59,10.35,3.51,25.82,67,Post-Monsoon,Cloudy
Malappuram,27.01,84.44,1014.41,4.01,10.51,48.75,5,Post-Monsoon,Rainy
Idukki,26.51,79.03,1008.16,9.0,1.24,69.0,316,NorthEast Monsoon,Cloudy
Malappuram,32.65,95.96,1011.17,5.36,5.31,56.9,205,SouthWest Monsoon,Cloudy
Pathanamthitta,25.96,79.64,1016.85,16.7,1.57,46.38,159,SouthWest Monsoon,Cloudy
Thrissur,32.07,86.74,1018.63,13.94,4.1,50.03,195,SouthWest Monsoon,Cloudy
Kasaragod,30.76,74.16,1006.02,10.15,10.12,66.52,82,Post-Monsoon,Rainy
Thrissur,29.28,64.35,1008.49,10.36,1.68,44.7,208,SouthWest Monsoon,Cloudy
Kollam,23.32,86.92,1012.92,9.97,3.18,91.13,194,SouthWest Monsoon,Rainy
Idukki,33.46,86.68,1006.63,14.76,3.6,50.0,139,Pre-Monsoon,Cloudy
Ernakulam,26.2,97.32,1014.98,7.8,4.8,81.84,280,NorthEast Monsoon,Rainy
Kollam,31.86,73.0,1013.3,24.0,8.03,44.5,93,Pre-Monsoon,Cloudy
Kozhikode,26.93,68.58,1013.08,9.25,0.65,58.68,181,SouthWest Monsoon,Cloudy
Malappuram,26.69,77.09,1008.93,3.59,3.84,61.23,46,Post-Monsoon,Cloudy
Kollam,31.01,86.43,1010.4,10.82,0.77,65.02,42,Post-Monsoon,Rainy
Malappuram,30.62,64.48,1012.56,10.62,1.0,72.92,121,Pre-Monsoon,Cloudy
Thiruvananthapuram,25.56,82.64,1010.99,8.19,3.38,33.3,362,Post-Monsoon,Cloudy
Thrissur,33.31,78.3,1002.49,6.16,0.43,74.36,263,SouthWest Monsoon,Cloudy
Thiruvananthapuram,28.38,78.81,1016.79,3.49,0.46,74.8,176,SouthWest Monsoon,Cloudy
Palakkad,29.21,74.98,1010.74,7.5,0.99,86.76,128,Pre-Monsoon,Cloudy
Kozhikode,28.11,90.88,1010.1,11.81,3.2,61.95,145,Pre-Monsoon,Cloudy
Idukki,25.69,69.24,1016.13,13.67,1.01,47.29,254,SouthWest Monsoon,Cloudy
Ernakulam,31.21,89.59,1009.51,17.55,2.38,42.81,327,NorthEast Monsoon,Cloudy
Kannur,29.87,85.87,1004.95,17.31,10.15,57.23,323,NorthEast Monsoon,Rainy
Malappuram,26.58,78.17,1008.47,5.17,13.12,53.12,191,SouthWest Monsoon,Rainy
Ernakulam,31.83,94.33,1016.09,4.66,4.03,35.05,290,NorthEast Monsoon,Cloudy
Malappuram,29.16,66.9,1005.21,6.83,21.99,52.63,98,Pre-Monsoon,Rainy
Pathanamthitta,29.23,89.99,1000.51,10.72,6.11,72.74,53,Post-Monsoon,Rainy
Kollam,34.33,73.19,1007.11,6.75,0.73,65.64,152,SouthWest Monsoon,Cloudy
Palakkad,24.18,78.34,1012.27,9.48,6.72,58.01,239,SouthWest Monsoon,Cloudy
Thrissur,24.14,84.49,1015.87,9.24,5.46,54.66,55,Post-Monsoon,Cloudy
Kannur,24.81,90.37,1011.05,11.68,10.03,62.02,341,Post-Monsoon,Rainy
Wayanad,30.09,74.35,1008.17,10.22,3.48,29.57,224,SouthWest Monsoon,Cloudy
Malappuram,27.92,86.56,1002.89,13.12,4.44,42.46,91,Pre-Monsoon,Cloudy
Ernakulam,28.16,78.49,1007.34,8.83,2.51,63.52,342,Post-Monsoon,Cloudy
Palakkad,26.17,75.17,1000.51,13.79,0.09,75.19,14,Post-Monsoon,Cloudy
Alappuzha,34.0,68.84,1015.4,2.65,4.61,83.77,142,Pre-Monsoon,Cloudy
Kannur,35.0,78.96,1004.64,8.4,14.93,55.21,123,Pre-Monsoon,Rainy
Alappuzha,31.7,71.76,1006.1,11.7,0.91,88.51,301,NorthEast Monsoon,Cloudy
Thiruvananthapuram,24.48,72.22,1003.68,9.39,0.94,73.66,249,SouthWest Monsoon,Cloudy
Thrissur,27.54,78.1,1009.19,3.16,2.65,66.92,115,Pre-Monsoon,Cloudy
Kasaragod,31.48,80.1,1011.42,5.23,9.28,66.17,59,Post-Monsoon,Cloudy
Kasaragod,28.86,77.61,1015.46,6.62,4.42,41.02,299,NorthEast Monsoon,Cloudy
Wayanad,31.71,82.55,1009.65,5.89,3.57,2.02,90,Pre-Monsoon,Cloudy
Pathanamthitta,32.74,95.48,1006.42,10.05,10.01,75.13,219,SouthWest Monsoon,Rainy
Ernakulam,34.72,76.63,1014.83,5.43,1.12,47.05,57,Post-Monsoon,Cloudy
Wayanad,27.04,74.85,1011.73,14.11,15.4,12.55,148,Pre-Monsoon,Rainy
Kollam,29.24,74.51,1009.81,7.01,16.45,79.82,259,SouthWest Monsoon,Rainy
Kollam,27.68,59.71,1007.91,5.87,8.41,100.0,75,Post-Monsoon,Cloudy
Ernakulam,23.0,76.92,1005.4,13.97,1.75,46.17,55,Post-Monsoon,Cloudy
Idukki,31.1,96.25,1013.12,9.58,2.35,62.94,65,Post-Monsoon,Cloudy
Pathanamthitta,30.69,82.56,1009.72,6.26,2.58,88.93,204,SouthWest Monsoon,Cloudy
Palakkad,27.36,78.77,1002.36,12.17,0.94,85.9,189,SouthWest Monsoon,Cloudy
Malappuram,24.21,86.21,1008.78,6.38,0.23,61.29,255,SouthWest Monsoon,Cloudy
Kasaragod,27.85,78.56,1014.62,11.8,0.34,82.04,325,NorthEast Monsoon,Cloudy
Kannur,31.19,91.91,1021.32,8.41,4.78,60.4,38,Post-Monsoon,Cloudy
Idukki,33.01,81.0,1008.71,2.18,17.27,24.64,8,Post-Monsoon,Rainy
Malappuram,26.86,93.19,1013.89,8.06,0.44,100.0,19,Post-Monsoon,Rainy
Malappuram,32.32,84.1,1008.0,18.83,5.1,61.49,86,Post-Monsoon,Cloudy
Idukki,30.87,86.24,1010.53,16.95,0.64,9.61,237,SouthWest Monsoon,Cloudy
Thiruvananthapuram,30.24,80.78,1011.62,13.18,4.3,59.86,190,SouthWest Monsoon,Cloudy
Alappuzha,25.12,89.75,1017.04,16.8,2.93,100.0,355,Post-Monsoon,Rainy
Malappuram,25.25,95.57,1015.62,10.18,0.18,73.88,353,Post-Monsoon,Rainy
Idukki,26.51,86.29,1013.1,11.97,2.21,67.14,217,SouthWest Monsoon,Rainy
Idukki,28.02,80.55,1005.91,9.74,7.7,100.0,276,NorthEast Monsoon,Cloudy
Kozhikode,34.4,89.8,1012.51,6.49,1.09,52.0,229,SouthWest Monsoon,Cloudy
Wayanad,27.01,78.23,1017.55,6.11,3.65,70.72,340,Post-Monsoon,Cloudy
Kottayam,31.31,93.34,1012.82,12.82,1.48,85.72,265,SouthWest Monsoon,Rainy
Thiruvananthapuram,27.61,77.94,1013.5,3.93,12.98,89.29,22,Post-Monsoon,Rainy
Thrissur,30.42,81.42,1010.73,7.92,13.1,38.91,147,Pre-Monsoon,Rainy
Kottayam,28.81,88.96,1008.43,13.46,6.48,63.99,190,SouthWest Monsoon,Cloudy
Wayanad,29.53,65.65,1012.69,17.01,5.87,79.75,88,Post-Monsoon,Cloudy
Wayanad,30.11,84.52,1008.97,13.94,4.01,100.0,238,SouthWest Monsoon,Cloudy
Wayanad,28.25,83.27,1002.16,6.49,7.68,45.84,292,NorthEast Monsoon,Cloudy
Kottayam,30.12,78.28,1016.77,10.54,20.51,90.53,87,Post-Monsoon,Rainy
Ernakulam,32.7,79.41,1013.35,7.08,16.31,65.56,160,SouthWest Monsoon,Rainy
Alappuzha,26.74,75.24,1000.17,9.89,8.27,89.5,365,Post-Monsoon,Cloudy
Idukki,32.56,74.31,997.71,14.19,0.73,45.09,101,Pre-Monsoon,Cloudy
Kannur,28.2,78.68,1009.04,5.45,9.88,31.09,147,Pre-Monsoon,Cloudy
Alappuzha,27.89,74.03,1013.06,9.11,4.48,32.92,23,Post-Monsoon,Cloudy
Kasaragod,31.1,86.08,1006.99,0.38,3.81,66.43,300,NorthEast Monsoon,Rainy
Pathanamthitta,27.98,76.25,1005.51,8.27,3.94,60.59,131,Pre-Monsoon,Cloudy
Ernakulam,29.96,88.39,1009.26,10.37,1.47,67.5,56,Post-Monsoon,Rainy
Thrissur,29.68,74.43,1009.26,6.39,1.16,57.38,39,Post-Monsoon,Cloudy
Alappuzha,22.75,71.69,1008.82,2.49,2.98,100.0,130,Pre-Monsoon,Cloudy
Kannur,30.25,80.25,1004.23,7.09,5.01,95.64,342,Post-Monsoon,Cloudy
Kollam,24.68,72.74,1010.86,4.41,5.26,63.93,290,NorthEast Monsoon,Cloudy
Wayanad,24.91,80.9,1010.04,20.49,3.7,59.74,72,Post-Monsoon,Cloudy
Malappuram,30.1,75.69,1002.5,9.19,8.6,33.25,284,NorthEast Monsoon,Cloudy
Kasaragod,30.61,71.91,1012.39,14.08,12.79,53.39,70,Post-Monsoon,Rainy
Pathanamthitta,32.62,72.01,1008.12,5.68,1.21,52.64,219,SouthWest Monsoon,Cloudy
Thiruvananthapuram,25.73,91.39,1006.03,6.18,6.69,29.68,177,SouthWest Monsoon,Cloudy
Thrissur,26.78,87.61,1010.86,4.78,1.32,55.06,307,NorthEast Monsoon,Cloudy
Pathanamthitta,30.39,71.52,1008.44,10.97,9.33,66.04,107,Pre-Monsoon,Cloudy
Wayanad,32.67,75.66,1008.16,6.57,3.54,85.5,137,Pre-Monsoon,Cloudy
Malappuram,29.58,93.89,1005.91,10.24,2.33,94.99,90,Pre-Monsoon,Rainy
Ernakulam,26.37,81.77,1011.35,9.83,7.24,55.67,190,SouthWest Monsoon,Cloudy
Malappuram,33.52,79.25,1015.97,11.68,0.38,63.01,357,Post-Monsoon,Cloudy
Kottayam,28.21,82.86,1009.63,7.31,4.21,40.59,55,Post-Monsoon,Cloudy
Malappuram,28.31,84.11,1006.65,8.33,3.95,64.41,228,SouthWest Monsoon,Cloudy
Kottayam,24.69,81.91,1014.34,18.36,10.11,77.23,72,Post-Monsoon,Rainy
Kasaragod,31.17,75.58,1010.37,5.05,1.91,42.25,296,NorthEast Monsoon,Cloudy
Ernakulam,31.56,66.09,1003.05,10.24,1.81,27.25,106,Pre-Monsoon,Sunny
Palakkad,26.88,81.84,1011.07,10.32,0.49,56.52,241,SouthWest Monsoon,Cloudy
Wayanad,34.25,67.2,1006.6,8.05,3.92,61.62,227,SouthWest Monsoon,Cloudy
Kottayam,27.24,78.09,1013.86,3.93,0.12,30.58,189,SouthWest Monsoon,Cloudy
Thiruvananthapuram,30.88,76.76,1000.29,6.34,13.83,81.15,113,Pre-Monsoon,Rainy
Malappuram,29.67,76.2,1009.42,7.92,1.35,29.07,317,NorthEast Monsoon,Cloudy
Malappuram,22.92,85.4,1015.58,8.19,2.94,45.59,272,NorthEast Monsoon,Cloudy
Thiruvananthapuram,30.63,80.29,1008.23,5.98,0.84,54.45,176,SouthWest Monsoon,Cloudy
Kollam,30.36,85.79,1009.33,8.61,2.05,81.97,161,SouthWest Monsoon,Rainy
Kasaragod,23.7,67.63,1006.36,10.85,12.19,67.09,191,SouthWest Monsoon,Rainy
Idukki,33.58,88.05,1009.08,4.5,19.57,42.65,227,SouthWest Monsoon,Rainy
Palakkad,30.37,89.36,1002.95,9.43,1.68,42.82,1,Post-Monsoon,Cloudy
Thrissur,32.72,81.6,1003.85,9.65,8.49,95.46,360,Post-Monsoon,Cloudy
Kannur,23.85,97.49,1003.54,9.21,0.89,45.09,177,SouthWest Monsoon,Cloudy
Kottayam,27.77,87.4,1017.1,14.3,0.74,46.86,72,Post-Monsoon,Cloudy
